frequency_eV,xx_gt,yy_gt,zz_gt,xx_pred,yy_pred,zz_pred
1.5498024225234985,67.29473,3.3775647,-0.16969134,127.158905,-36.547966,-12.211905
1.5691750049591064,71.98404,3.371293,-0.14637868,249.23074,-43.08162,-56.68814
1.5885474681854248,77.06272,3.3638103,-0.12281824,286.1516,-81.68207,-26.60147
1.6079200506210327,82.57853,3.355118,-0.09899947,142.99643,-5.386546,-2.9784498
1.6272926330566406,88.58681,3.3452237,-0.074910946,104.80073,-26.630163,13.033759
1.646665096282959,95.151985,3.3341417,-0.050540235,-33.373352,45.83967,68.59796
1.666037678718567,102.349434,3.3218954,-0.02587378,95.19751,-34.12995,7.4202423
1.6854101419448853,110.26775,3.3085182,-0.0008967156,6.0031166,18.73877,66.86834
1.7047827243804932,119.011696,3.2940576,0.024407307,92.98568,-34.6382,32.354465
1.7241551876068115,128.70578,3.2785778,0.050056353,127.613785,-34.414467,-1.498147
1.7435277700424194,139.49895,3.2621648,0.07607049,157.7047,-53.608402,14.959296
1.7629003524780273,151.57057,3.244932,0.10247212,151.13052,-60.044334,54.98335
1.7822728157043457,165.13817,3.227027,0.1292864,214.25093,-123.02603,61.26137
1.8016453981399536,180.4675,3.2086434,0.15654176,-65.1091,43.476906,205.06015
1.821017861366272,197.88603,3.1900332,0.18427059,216.87068,-59.752098,86.994705
1.8403904438018799,217.80081,3.171526,0.21250996,0.37792206,75.54387,213.06265
1.8597629070281982,240.72278,3.153553,0.24130279,139.62578,-21.321356,155.72328
1.8791354894638062,267.30005,3.1366835,0.2706991,231.84895,-25.705675,108.091484
1.8985079526901245,298.3642,3.1216729,0.30075786,272.95062,-27.78117,121.05489
1.9178805351257324,334.99585,3.1095345,0.33154914,367.1365,-38.016197,137.42502
1.9372531175613403,378.61893,3.1016412,0.36315733,691.7778,-144.53397,24.538227
1.9566255807876587,431.1385,3.0998783,0.39568526,601.3277,-25.378498,107.248276
1.9759981632232666,495.14725,3.106875,0.42925966,689.20935,-29.133528,56.922653
1.995370626449585,574.2409,3.1263602,0.46403897,731.8739,-88.9564,85.84746
2.0147430896759033,673.5125,3.1637318,0.5002238,500.24234,-104.368126,135.26326
2.034115791320801,800.34735,3.2269835,0.5380715,492.89093,-126.50153,86.10376
2.053488254547119,965.73975,3.3282628,0.5779157,752.9787,-256.16522,-83.53902
2.0728607177734375,1186.5399,3.4865787,0.62019116,1029.4758,-362.6391,-187.9381
2.092233419418335,1489.4066,3.732655,0.66546,1155.9642,-281.46887,-122.2177
2.1116058826446533,1917.9435,4.1179066,0.71442145,1451.8877,-134.84875,-6.014391
2.1309783458709717,2545.7283,4.73134,0.7678343,2179.686,-77.2538,102.61469
2.15035080909729,3499.2578,5.7308073,0.8261076,2972.626,162.8436,289.80527
2.1697235107421875,4990.5044,7.3926826,0.8877462,4469.008,172.80713,186.29846
2.189095973968506,7312.9893,10.13458,0.94428647,6460.0693,-18.021576,-86.148346
2.208468437194824,10530.163,14.185983,0.96845925,8139.2383,-90.29802,-372.569
2.2278409004211426,13310.149,18.114498,0.91421354,9108.864,-106.68616,-535.69006
2.24721360206604,12938.511,18.40215,0.7971735,9020.981,-10.41481,-487.1828
2.2665860652923584,9858.071,15.041132,0.72124356,7883.491,190.9161,-153.43144
2.2859585285186768,6778.8794,11.290502,0.7172305,6220.748,392.00894,124.99231
2.305331230163574,4643.263,8.521284,0.75238526,4594.021,415.15173,280.48303
2.3247036933898926,3281.7026,6.6546645,0.80197,3147.5261,333.0946,366.68436
2.344076156616211,2408.6243,5.3856297,0.8557838,2149.8523,159.2598,256.3085
2.3634486198425293,1830.9739,4.4892526,0.91038764,1787.5546,-130.84187,-24.982758
2.3828213214874268,1434.9418,3.8271968,0.9648439,1439.1045,-226.65823,-102.3293
2.402193784713745,1154.2493,3.3165736,1.0190793,993.7021,-143.14323,-47.54799
2.4215662479400635,949.4192,2.9069347,1.0732999,879.75946,-95.28901,-61.389793
2.440938949584961,796.17505,2.566731,1.1277859,771.5117,-117.898224,6.1941013
2.4603114128112793,679.08954,2.2756689,1.182824,601.673,-7.626047,42.469826
2.4796838760375977,588.0523,2.0203695,1.2386873,605.6773,-25.462791,24.49768
2.499056339263916,516.2519,1.7918472,1.295633,443.9032,23.733366,120.357185
2.5184290409088135,458.9863,1.5840131,1.3539065,533.72394,-35.53401,-17.719013
2.537801504135132,412.9422,1.3927649,1.4137467,460.1698,-66.128296,14.648687
2.55717396736145,375.74496,1.2154303,1.4753909,233.764,4.984295,81.314926
2.5765466690063477,345.67178,1.0504268,1.5390805,212.62112,-9.632133,26.680655
2.595919132232666,321.46466,0.8970659,1.6050649,91.32336,16.192528,102.28652
2.6152915954589844,302.2069,0.755457,1.6736063,181.12164,-3.16154,16.076368
2.6346640586853027,287.2416,0.6264936,1.7449833,217.22871,-44.187683,-6.292541
2.6540367603302,276.11835,0.5119114,1.8194946,223.71529,-79.81766,6.931816
2.6734092235565186,268.56085,0.4144257,1.8974624,427.98914,-158.54398,-126.28046
2.692781686782837,264.4509,0.337964,1.9792342,440.6002,-152.4282,-143.49895
2.7121541500091553,263.82706,0.28802705,2.0651853,335.96487,-97.59419,-94.98263
2.7315268516540527,266.89868,0.27223435,2.1557176,309.4107,-116.87648,-55.513515
2.750899314880371,274.07883,0.30114582,2.2512558,354.51175,-69.92412,-52.65816
2.7702717781066895,286.04276,0.38951257,2.3522365,446.96564,-144.38281,-50.906075
2.789644479751587,303.8252,0.5582145,2.459087,441.78244,-100.82453,-68.457344
2.8090169429779053,328.97882,0.8373294,2.5721805,581.79486,-175.70084,-105.26878
2.8283894062042236,363.83505,1.2711228,2.6917553,609.1349,-150.9251,-92.42316
2.847761869430542,411.9414,1.9263994,2.8177574,576.9759,-36.144775,8.57589
2.8671345710754395,478.81436,2.9069238,2.9495432,696.5321,-56.688187,51.691376
2.886507034301758,573.27264,4.379125,3.0852964,881.20886,49.1893,48.96646
2.905879497528076,709.8584,6.619227,3.2208679,1138.7115,5.3005056,7.9008026
2.9252521991729736,913.2776,10.100905,3.3474185,1399.9131,23.678032,-47.517803
2.944624662399292,1226.2181,15.653369,3.4466565,1809.4288,-92.97424,-157.69043
2.9639971256256104,1720.1923,24.694422,3.4821234,2297.2444,-209.28036,-356.00195
2.9833695888519287,2491.856,39.229984,3.390521,2569.7456,-232.27725,-484.2152
3.002742290496826,3545.618,59.729332,3.1177976,2668.8345,-248.97702,-431.6037
3.0221147537231445,4392.0835,77.264626,2.8317366,2738.7866,-222.44545,-471.1375
3.041487216949463,4166.6514,74.697014,3.0320954,2583.2122,-170.49301,-407.9065
3.0608599185943604,3139.6333,55.97238,3.7938244,2365.3057,-149.66507,-323.19308
3.0802323818206787,2170.619,37.57534,4.7329426,1813.1389,3.0612433,-146.31526
3.099604845046997,1509.8951,24.85432,5.6739826,1353.7683,91.91882,-19.309948
3.1189773082733154,1089.8854,16.855932,6.630988,1036.49,113.92558,16.090984
3.138350009918213,820.1164,12.041884,7.664961,687.8775,133.26321,66.672966
3.1577224731445312,641.1742,9.463152,8.844854,598.812,54.453667,-2.6434555
3.1770949363708496,518.2551,8.731191,10.248283,415.2018,84.66174,-7.0075693
3.196467399597168,431.0566,9.926151,11.970929,528.6937,-4.082592,-129.04004
3.2158401012420654,367.35532,13.639071,14.138463,473.98737,13.286532,-112.97102
3.235212564468384,319.35507,21.195215,16.920341,121.852264,256.38568,88.116806
3.254585027694702,281.51062,35.07905,20.546854,242.83553,219.5974,27.065975
3.2739577293395996,249.05946,59.283302,25.34997,319.0426,231.82439,28.926275
3.293330192565918,217.38516,97.80538,31.966099,293.92917,265.3062,62.670357
3.3127026557922363,184.40936,146.6578,42.13094,389.61478,234.01874,14.985607
3.3320751190185547,157.06102,183.39284,59.475178,353.68167,230.60187,41.60741
3.351447820663452,147.21307,184.46373,83.9213,325.29623,254.26773,59.664143
3.3708202838897705,151.96054,155.84201,98.81398,236.60307,260.7422,128.22183
3.390192747116089,157.35199,123.6777,87.75615,344.14355,217.2822,31.575968
3.4095654487609863,162.41867,104.50384,64.653076,389.4655,190.18332,18.375809
3.4289379119873047,174.92354,98.79448,45.534645,381.83047,256.39664,-20.926018
3.448310375213623,201.61058,104.722115,33.30852,500.83902,168.82071,-43.20092
3.4676828384399414,248.12225,122.67648,26.38247,338.52304,228.51965,51.518093
3.487055540084839,310.15836,149.93608,22.878553,209.6969,278.9766,65.82541
3.5064280033111572,347.75784,167.42062,20.51532,350.7496,186.25624,-30.8358
3.5258004665374756,314.31607,152.26753,17.238255,284.84958,216.89453,-13.822266
3.545173168182373,243.48627,119.44885,13.575715,326.83344,156.7154,-14.076741
3.5645456314086914,183.30788,91.7288,10.677713,311.51273,144.84264,15.397882
3.5839180946350098,142.74759,73.67927,8.669499,292.16367,140.83044,26.200985
3.603290557861328,116.34451,62.916306,7.30517,257.5121,167.49258,32.415504
3.6226632595062256,98.67672,56.99929,6.3675714,258.0537,168.29361,36.84709
3.642035722732544,86.3308,54.436287,5.7165713,115.08447,253.55853,95.02818
3.6614081859588623,77.32172,54.445236,5.2664094,161.04715,220.83067,97.03118
3.6807806491851807,70.494545,56.691498,4.9643044,250.93246,178.7213,25.69357
3.700153350830078,65.16612,61.13694,4.777167,232.53772,215.83896,37.65013
3.7195258140563965,60.93101,67.971176,4.683642,317.3152,199.69122,4.1226616
3.738898277282715,57.559227,77.596725,4.6688,267.61694,276.62915,46.154022
3.7582709789276123,54.942673,90.66294,4.7197037,248.90807,323.40262,87.16594
3.7776434421539307,53.0632,108.181816,4.821029,143.967,356.07275,132.52438
3.797015905380249,51.95958,131.84079,4.952049,182.29388,319.71097,101.69279
3.8163883686065674,51.675472,164.77548,5.0913982,234.1899,224.88965,40.937
3.835761070251465,52.21123,213.1527,5.2422776,130.30797,245.36368,55.15658
3.855133533477783,53.604168,288.40826,5.4839597,67.78409,245.25504,94.89783
3.8745059967041016,56.300514,407.80582,6.0199485,171.61491,196.87143,0.4376793
3.893878698348999,61.645256,584.2344,7.1373196,28.098183,262.87775,67.81023
3.9132511615753174,71.23029,783.1878,8.880692,75.54512,221.43913,30.579353
3.9326236248016357,83.048096,873.2656,10.417758,166.04614,167.69774,13.532007
3.951996088027954,90.56995,768.22046,10.695781,125.60574,212.0588,15.9216385
3.9713687896728516,92.14535,591.7387,10.237652,58.94896,241.92815,53.198097
3.99074125289917,91.126076,473.06723,10.056507,98.8033,224.83788,32.985092
4.010113716125488,89.355965,415.14835,10.129487,182.57124,181.17152,-39.767555
4.029486179351807,88.09639,375.60294,10.051693,58.354454,221.97504,8.461538
4.048858642578125,89.51868,348.93045,9.937968,162.79053,183.6821,-25.316696
4.068231582641602,96.1565,351.06863,10.096492,254.01434,157.92805,-118.66316
4.08760404586792,110.064156,392.86176,10.723371,20.837862,224.7464,18.105824
4.106976509094238,125.417404,441.8603,11.40996,190.652,167.36746,-37.649647
4.126348972320557,132.71745,436.4498,10.417296,219.19736,159.039,-38.042236
4.145721435546875,125.48457,366.62308,9.440876,163.28862,205.71352,-4.974079
4.165093898773193,113.70521,289.3193,8.6826105,188.58427,204.2597,-3.9990425
4.184466361999512,105.19321,235.98166,8.111604,77.29187,245.03981,61.02655
4.203839302062988,100.04928,205.07138,7.6055493,114.16587,273.06616,34.307655
4.223211765289307,96.7595,191.12697,7.032518,119.27243,277.26874,47.8347
4.242584228515625,93.43338,190.14093,6.3283634,277.99225,186.73648,-12.654431
4.261956691741943,87.88857,198.2987,5.6650705,142.78038,270.84607,46.715515
4.281329154968262,79.101494,210.88794,5.818524,130.87473,319.0614,43.52053
4.30070161819458,72.20332,227.38478,8.269511,94.84204,267.19672,129.7709
4.320074081420898,79.561516,254.97513,12.335211,104.16356,283.71274,62.25382
4.339446544647217,88.19004,260.2964,11.432721,180.43942,258.4481,36.809097
