frequency_eV,xx_gt,yy_gt,zz_gt,xx_pred,yy_pred,zz_pred
1.5498024225234985,109.8632,103.8327,66.16303,108.925354,104.80382,66.26852
1.6272926330566406,110.1417,104.12172,66.23361,114.05322,103.240845,63.279438
1.7047827243804932,110.437584,104.42987,66.30796,113.26401,102.674286,64.63795
1.7822728157043457,110.75149,104.75807,66.38615,112.256,104.66897,64.66324
1.8597629070281982,111.08415,105.10736,66.468216,114.16772,100.74861,68.037025
1.9372531175613403,111.43637,105.47888,66.55425,115.12402,104.34723,65.18007
2.0147430896759033,111.80902,105.873924,66.64431,111.034645,106.652954,64.54585
2.092233419418335,112.20309,106.29393,66.73849,112.81459,103.31286,65.21248
2.1697235107421875,112.61963,106.740524,66.83686,108.8098,106.501236,68.05668
2.24721360206604,113.05985,107.215546,66.939545,111.602684,106.511345,65.61401
2.3247036933898926,113.52506,107.72106,67.04664,111.13711,107.11057,67.044495
2.402193784713745,114.01673,108.25946,67.15829,114.64354,102.49498,69.49778
2.4796838760375977,114.53651,108.83346,67.27464,113.06991,106.27772,68.09718
2.55717396736145,115.08623,109.44618,67.39589,112.77085,108.98,67.87292
2.6346640586853027,115.66796,110.1013,67.52224,113.97221,110.63958,65.37041
2.7121541500091553,116.28405,110.80308,67.653984,110.46607,106.83351,70.41796
2.789644479751587,116.93714,111.55657,67.79146,113.46569,108.48776,68.32449
2.8671345710754395,117.63028,112.36786,67.93515,112.34133,110.567726,69.740135
2.944624662399292,118.36696,113.24431,68.08569,119.25542,111.95915,62.60429
3.0221147537231445,119.1512,114.19506,68.24406,123.08742,109.623856,67.38618
3.099604845046997,119.98775,115.23176,68.41169,117.35789,107.930374,67.918495
3.1770949363708496,120.882195,116.369774,68.59107,121.122856,109.834305,67.58407
3.254585027694702,121.84126,117.63059,68.7867,117.79261,109.83452,71.98785
3.3320751190185547,122.87326,119.0471,69.00786,120.415085,109.7392,68.94523
3.4095654487609863,123.988884,120.677155,69.276344,120.69909,118.09493,69.63457
3.487055540084839,125.20248,122.62431,69.63823,125.31268,110.56939,67.23765
3.5645456314086914,126.496635,124.01453,69.500015,125.52107,110.202576,62.502575
3.642035722732544,127.89621,125.057655,68.956535,123.45038,118.68248,67.75958
3.7195258140563965,129.50179,127.936844,69.35802,132.88309,117.046715,67.10859
3.797015905380249,131.29555,131.2139,69.68014,130.77704,120.17925,66.89742
3.8745059967041016,133.33818,135.20131,69.96599,123.41391,114.73069,68.61754
3.951996088027954,135.72871,140.39359,70.24582,119.929405,112.101295,70.640785
4.029486179351807,138.65147,147.72989,70.53896,137.27878,128.8424,67.023544
4.106976509094238,142.50722,159.35036,70.87025,150.41893,129.59467,72.33947
4.184466361999512,148.18541,180.15054,71.287865,139.50587,132.9537,71.59769
4.261956691741943,149.16934,172.43468,71.440384,145.89795,134.8948,60.340878
4.339446544647217,133.73094,68.49067,70.69486,137.7716,124.16057,66.22443
4.416936874389648,141.24864,93.912766,71.16163,151.10547,132.62881,70.65793
4.49442720413208,147.87752,111.07828,71.55269,153.0224,146.0144,63.323254
4.5719170570373535,154.32153,123.00308,71.89503,143.77493,123.94795,63.937126
4.649407386779785,161.47073,133.26047,72.219894,156.9578,148.40842,72.55701
4.726897239685059,170.05954,143.65761,72.54046,173.762,151.38072,69.174255
4.80438756942749,181.02599,155.58504,72.863144,185.53186,155.03879,75.51168
4.881877422332764,195.90533,170.74617,73.191765,211.89171,161.79141,69.04001
4.959367752075195,217.61655,192.03065,73.5292,232.29968,197.74408,68.73714
5.036858081817627,252.50533,225.49097,73.87847,249.6755,236.08539,72.89143
5.1143479347229,316.07416,285.75467,74.24431,322.53873,254.8772,72.27576
5.191838264465332,422.89944,386.5602,74.631096,418.51575,398.15063,61.792442
5.2693281173706055,-78.52954,-84.45936,74.89809,40.390434,22.78711,82.199234
5.346818447113037,-136.24016,-138.4755,75.27568,-182.37958,-157.92288,76.98381
5.4243083000183105,-45.55748,-53.067577,75.70085,-54.31778,-10.029427,79.05395
5.501798629760742,2.0303187,-8.215791,76.13334,-10.503464,22.140831,76.95356
5.579288482666016,29.890718,18.05308,76.579895,15.055603,45.11121,79.1108
5.656778812408447,48.201897,35.313892,77.04469,47.00475,49.448643,80.29076
5.734269142150879,61.310177,47.659782,77.53104,64.47375,56.630695,86.90368
5.811758995056152,71.32094,57.07865,78.04229,73.03276,95.40723,79.22363
5.889249324798584,79.370636,64.65059,78.58242,86.10029,100.11845,72.33926
5.966739177703857,86.12964,71.02375,79.15652,87.24499,94.026,70.0713
6.044229507446289,92.02592,76.63125,79.771645,105.645065,113.71683,72.14095
6.1217193603515625,97.35643,81.81099,80.43843,101.77764,85.82869,82.37475
6.199209690093994,102.35125,86.90531,81.17477,100.54944,103.03668,84.320564
