frequency_eV,xx_gt,yy_gt,zz_gt,xx_pred,yy_pred,zz_pred
1.5498024225234985,0.17428774,0.18056981,0.04433635,-0.48900324,1.0571315,-0.050340056
1.6272926330566406,0.18529849,0.19264288,0.046755783,1.0829326,1.194924,-1.3223771
1.7047827243804932,0.19671701,0.20528282,0.049209524,-2.6756923,2.2831914,1.3706813
1.7822728157043457,0.20858346,0.2185535,0.05170071,-0.86989015,2.210784,-0.57163787
1.8597629070281982,0.2209424,0.23252724,0.054232884,-0.63294584,0.7348231,0.78433114
1.9372531175613403,0.23384339,0.24728651,0.056810096,4.179057,1.6828344,-3.4664407
2.0147430896759033,0.24734189,0.26292577,0.059437033,-1.6968083,8.167418,-0.46457964
2.092233419418335,0.26150012,0.27955386,0.062119205,3.8607252,-0.97356564,-0.97832716
2.1697235107421875,0.27638823,0.29729715,0.06486319,3.2323854,-0.3276869,-1.7273613
2.24721360206604,0.29208577,0.3163031,0.06767699,0.7990976,-0.8504795,0.80588996
2.3247036933898926,0.30868322,0.33674538,0.07057054,2.3526998,-0.18320441,-1.56958
2.402193784713745,0.32628414,0.35883,0.073556416,-1.6192851,1.8524528,0.569646
2.4796838760375977,0.34500778,0.3828038,0.076650955,-0.7853197,0.0027190298,1.5711956
2.55717396736145,0.36499223,0.4089655,0.07987591,0.87715685,-0.91262686,0.68594223
2.6346640586853027,0.38639843,0.4376813,0.08326115,-0.03812918,4.6458254,-0.7883663
2.7121541500091553,0.40941548,0.46940646,0.08684898,1.9646066,-0.36207557,0.3855616
2.789644479751587,0.43426746,0.504717,0.09070168,3.1209738,-2.428976,-0.8687315
2.8671345710754395,0.46122244,0.544358,0.094914734,-3.6632724,1.6411064,1.2688653
2.944624662399292,0.49060506,0.5893209,0.09964222,4.679802,-2.9246936,-1.8375196
3.0221147537231445,0.52281415,0.6409768,0.10514781,0.569989,3.6179683,2.6443272
3.099604845046997,0.5583498,0.70132875,0.11191712,-5.919478,7.662654,1.053522
3.1770949363708496,0.59785694,0.7735527,0.12093182,-1.9459984,-0.5813349,1.0717056
3.254585027694702,0.6422102,0.86336184,0.13443704,2.1244411,0.3624764,-2.1410437
3.3320751190185547,0.6927181,0.9832985,0.15853511,-0.42807275,-0.83195835,-1.3789904
3.4095654487609863,0.7518512,1.1710117,0.21470535,5.65428,-0.15166587,-1.9730074
3.487055540084839,0.8275799,1.6083214,0.4162542,3.9140022,5.0053945,-0.4546312
3.5645456314086914,0.9497542,3.0785465,1.2629851,-1.5650691,-0.5571475,0.086547375
3.642035722732544,1.0003948,2.151588,0.52797234,-0.7126968,-3.055042,-0.59023905
3.7195258140563965,1.0972408,2.0184453,0.25598705,3.679075,-4.2875733,-2.4670146
3.797015905380249,1.236785,2.3413374,0.19716033,7.989233,3.140681,-1.1313171
3.8745059967041016,1.428885,2.9558382,0.18245596,6.851544,4.348355,-3.792891
3.951996088027954,1.7129523,4.037415,0.18476142,-11.775765,-2.7365499,1.6118466
4.029486179351807,2.1933813,6.156313,0.20179468,-10.833418,-7.460537,-4.271244
4.106976509094238,3.2161388,11.269186,0.24916458,0.31428182,-1.8777928,-3.8054314
4.184466361999512,6.4738464,29.056934,0.41626036,3.5642738,4.141247,2.016611
4.261956691741943,21.694258,115.32242,1.224488,10.413233,7.651257,-0.12384319
4.339446544647217,11.713865,56.607655,0.6766045,1.4297388,9.456644,-3.1554847
4.416936874389648,5.2651763,17.779276,0.31455436,-0.7356678,-7.535661,1.9958147
4.49442720413208,4.244088,9.55661,0.23823741,9.861557,12.742402,-7.578123
4.5719170570373535,4.3803687,7.1556025,0.21528976,-0.17199373,1.9610133,-2.6381414
4.649407386779785,5.0674763,6.6494627,0.20816557,0.66751647,-11.802055,-6.634298
4.726897239685059,6.2943006,7.1848855,0.20746967,-2.3696437,19.512087,-4.6745396
4.80438756942749,8.316577,8.716406,0.21008204,-6.5447717,-4.298486,1.4946071
4.881877422332764,11.777139,11.73048,0.21484876,4.353181,-2.293283,-2.206241
4.959367752075195,18.280716,17.679937,0.22152735,21.48426,4.368368,-3.4356315
5.036858081817627,32.572887,30.996494,0.23086482,33.189762,16.892757,-11.337818
5.1143479347229,73.483475,69.36316,0.2468274,44.81961,41.927643,5.108033
5.191838264465332,256.95963,241.75569,0.29462463,299.69666,230.1778,-13.363934
5.2693281173706055,551.3663,518.4325,0.36736506,527.6597,470.60828,-22.246891
5.346818447113037,134.59662,126.64383,0.28597334,165.08765,101.62703,0.31088424
5.4243083000183105,48.645546,45.818573,0.27755097,60.369537,22.630587,-10.094272
5.501798629760742,24.5461,23.137505,0.28361142,13.980303,21.293505,1.1107125
5.579288482666016,14.877126,14.025797,0.29398283,9.826684,9.939028,-5.8327413
5.656778812408447,10.110749,9.527336,0.3068097,-0.22444987,7.4762745,-0.8983102
5.734269142150879,7.4409356,7.004929,0.32178745,8.047891,-2.0235887,-4.5039196
5.811758995056152,5.815147,5.470542,0.3391259,-2.062591,-15.642807,3.0551205
5.889249324798584,4.769925,4.4914713,0.3593807,14.935319,9.481336,5.693425
5.966739177703857,4.0775113,3.8597302,0.38354617,-4.34535,11.525252,-5.7790046
6.044229507446289,3.6180298,3.4758265,0.4134069,-2.16922,22.28799,-14.326619
6.1217193603515625,3.3280556,3.3116004,0.45250583,5.5550947,20.562225,-7.893351
6.199209690093994,3.1816626,3.4311197,0.5092548,-10.042864,7.468643,-5.5339804
